GO_Accession	GO_term_name	GO domain	P-value	Number	Size	Gene_transcript_ID	Gene_symbol
GO:0004416	hydroxyacylglutathione hydrolase activity	molecular_function	1	0	1		
GO:0004418	hydroxymethylbilane synthase activity	molecular_function	1	0	1		
GO:0004419	hydroxymethylglutaryl-CoA lyase activity	molecular_function	1	0	2		
GO:0004420	hydroxymethylglutaryl-CoA reductase (NADPH) activity	molecular_function	1	0	3		
GO:0004421	hydroxymethylglutaryl-CoA synthase activity	molecular_function	1	0	2		
GO:0004422	hypoxanthine phosphoribosyltransferase activity	molecular_function	1	0	3		
GO:0004427	inorganic diphosphatase activity	molecular_function	1	0	6		
GO:0004430	1-phosphatidylinositol 4-kinase activity	molecular_function	1	0	1		
GO:0004435	phosphatidylinositol phospholipase C activity	molecular_function	1	0	17		
GO:0004438	phosphatidylinositol-3-phosphatase activity	molecular_function	1	0	5		
GO:0004439	"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"	molecular_function	1	0	5		
GO:0004445	inositol-polyphosphate 5-phosphatase activity	molecular_function	1	0	1		
GO:0004447	iodide peroxidase activity	molecular_function	1	0	1		
GO:0004448	isocitrate dehydrogenase activity	molecular_function	1	0	1		
GO:0004449	isocitrate dehydrogenase (NAD+) activity	molecular_function	1	0	1		
GO:0004450	isocitrate dehydrogenase (NADP+) activity	molecular_function	1	0	1		
GO:0004452	isopentenyl-diphosphate delta-isomerase activity	molecular_function	1	0	1		
GO:0004459	L-lactate dehydrogenase activity	molecular_function	1	0	2		
GO:0004462	lactoylglutathione lyase activity	molecular_function	1	0	1		
GO:0004463	leukotriene-A4 hydrolase activity	molecular_function	1	0	1		
GO:0004464	leukotriene-C4 synthase activity	molecular_function	1	0	2		
GO:0004465	lipoprotein lipase activity	molecular_function	1	0	2		
GO:0004466	long-chain-acyl-CoA dehydrogenase activity	molecular_function	1	0	1		
GO:0004467	long-chain fatty acid-CoA ligase activity	molecular_function	1	0	9		
GO:0004468	"lysine N-acetyltransferase activity, acting on acetyl phosphate as donor"	molecular_function	1	0	2		
GO:0004470	malic enzyme activity	molecular_function	1	0	4		
GO:0004471	malate dehydrogenase (decarboxylating) (NAD+) activity	molecular_function	1	0	4		
GO:0004473	malate dehydrogenase (decarboxylating) (NADP+) activity	molecular_function	1	0	1		
GO:0004474	malate synthase activity	molecular_function	1	0	1		
GO:0004476	mannose-6-phosphate isomerase activity	molecular_function	1	0	2		
GO:0004478	methionine adenosyltransferase activity	molecular_function	1	0	3		
GO:0004479	methionyl-tRNA formyltransferase activity	molecular_function	1	0	1		
GO:0004482	mRNA (guanine-N7-)-methyltransferase activity	molecular_function	1	0	1		
GO:0004483	mRNA (nucleoside-2-O-)-methyltransferase activity	molecular_function	1	0	2		
GO:0004484	mRNA guanylyltransferase activity	molecular_function	1	0	2		
GO:0004487	methylenetetrahydrofolate dehydrogenase (NAD+) activity	molecular_function	1	0	2		
GO:0004489	methylenetetrahydrofolate reductase (NAD(P)H) activity	molecular_function	1	0	1		
GO:0004490	methylglutaconyl-CoA hydratase activity	molecular_function	1	0	1		
GO:0004491	methylmalonate-semialdehyde dehydrogenase (acylating) activity	molecular_function	1	0	1		
GO:0004493	methylmalonyl-CoA epimerase activity	molecular_function	1	0	1		
GO:0004494	methylmalonyl-CoA mutase activity	molecular_function	1	0	1		
GO:0004496	mevalonate kinase activity	molecular_function	1	0	1		
GO:0004499	"N,N-dimethylaniline monooxygenase activity"	molecular_function	1	0	4		
GO:0004502	kynurenine 3-monooxygenase activity	molecular_function	1	0	1		
GO:0004503	monophenol monooxygenase activity	molecular_function	1	0	1		
GO:0004504	peptidylglycine monooxygenase activity	molecular_function	1	0	1		
GO:0004505	phenylalanine 4-monooxygenase activity	molecular_function	1	0	3		
GO:0004506	squalene monooxygenase activity	molecular_function	1	0	1		
GO:0004508	steroid 17-alpha-monooxygenase activity	molecular_function	1	0	1		
GO:0004510	tryptophan 5-monooxygenase activity	molecular_function	1	0	2		
GO:0004511	tyrosine 3-monooxygenase activity	molecular_function	1	0	1		
GO:0004512	inositol-3-phosphate synthase activity	molecular_function	1	0	1		
GO:0004514	nicotinate-nucleotide diphosphorylase (carboxylating) activity	molecular_function	1	0	2		
GO:0004517	nitric-oxide synthase activity	molecular_function	1	0	2		
GO:0004518	nuclease activity	molecular_function	1	0	17		
GO:0004519	endonuclease activity	molecular_function	1	0	15		
GO:0004520	endodeoxyribonuclease activity	molecular_function	1	0	4		
GO:0004521	endoribonuclease activity	molecular_function	1	0	7		
GO:0004523	RNA-DNA hybrid ribonuclease activity	molecular_function	1	0	4		
GO:0004525	ribonuclease III activity	molecular_function	1	0	3		
GO:0004526	ribonuclease P activity	molecular_function	1	0	4		
GO:0004527	exonuclease activity	molecular_function	1	0	21		
GO:0004528	phosphodiesterase I activity	molecular_function	1	0	3		
GO:0004531	deoxyribonuclease II activity	molecular_function	1	0	1		
GO:0004532	exoribonuclease activity	molecular_function	1	0	3		
GO:0004534	5-3 exoribonuclease activity	molecular_function	1	0	1		
GO:0004535	poly(A)-specific ribonuclease activity	molecular_function	1	0	9		
GO:0004536	deoxyribonuclease activity	molecular_function	1	0	2		
GO:0004540	ribonuclease activity	molecular_function	1	0	8		
GO:0004550	nucleoside diphosphate kinase activity	molecular_function	1	0	14		
GO:0004551	nucleotide diphosphatase activity	molecular_function	1	0	3		
GO:0004556	alpha-amylase activity	molecular_function	1	0	1		
GO:0004558	"alpha-1,4-glucosidase activity"	molecular_function	1	0	2		
GO:0004559	alpha-mannosidase activity	molecular_function	1	0	4		
GO:0004560	alpha-L-fucosidase activity	molecular_function	1	0	2		
GO:0004565	beta-galactosidase activity	molecular_function	1	0	2		
GO:0004566	beta-glucuronidase activity	molecular_function	1	0	1		
GO:0004567	beta-mannosidase activity	molecular_function	1	0	1		
GO:0004568	chitinase activity	molecular_function	1	0	6		
GO:0004569	"glycoprotein endo-alpha-1,2-mannosidase activity"	molecular_function	1	0	1		
GO:0004571	"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity"	molecular_function	1	0	9		
GO:0004573	mannosyl-oligosaccharide glucosidase activity	molecular_function	1	0	1		
GO:0004576	oligosaccharyl transferase activity	molecular_function	1	0	2		
GO:0004579	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	molecular_function	1	0	4		
GO:0004582	dolichyl-phosphate beta-D-mannosyltransferase activity	molecular_function	1	0	2		
GO:0004583	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	1	0	1		
GO:0004585	ornithine carbamoyltransferase activity	molecular_function	1	0	1		
GO:0004587	ornithine-oxo-acid transaminase activity	molecular_function	1	0	1		
GO:0004588	orotate phosphoribosyltransferase activity	molecular_function	1	0	1		
GO:0004590	orotidine-5-phosphate decarboxylase activity	molecular_function	1	0	1		
GO:0004591	oxoglutarate dehydrogenase (succinyl-transferring) activity	molecular_function	1	0	4		
GO:0004594	pantothenate kinase activity	molecular_function	1	0	4		
GO:0004595	pantetheine-phosphate adenylyltransferase activity	molecular_function	1	0	1		
GO:0004596	peptide alpha-N-acetyltransferase activity	molecular_function	1	0	4		
GO:0004598	peptidylamidoglycolate lyase activity	molecular_function	1	0	1		
GO:0004601	peroxidase activity	molecular_function	1	0	16		
GO:0004602	glutathione peroxidase activity	molecular_function	1	0	8		
GO:0004605	phosphatidate cytidylyltransferase activity	molecular_function	1	0	2		
GO:0004609	phosphatidylserine decarboxylase activity	molecular_function	1	0	3		
GO:0004610	phosphoacetylglucosamine mutase activity	molecular_function	1	0	1		
GO:0004611	phosphoenolpyruvate carboxykinase activity	molecular_function	1	0	3		
GO:0004613	phosphoenolpyruvate carboxykinase (GTP) activity	molecular_function	1	0	1		
GO:0004614	phosphoglucomutase activity	molecular_function	1	0	2		
GO:0004615	phosphomannomutase activity	molecular_function	1	0	2		
GO:0004616	phosphogluconate dehydrogenase (decarboxylating) activity	molecular_function	1	0	3		
GO:0004618	phosphoglycerate kinase activity	molecular_function	1	0	1		
GO:0004619	phosphoglycerate mutase activity	molecular_function	1	0	2		
GO:0004620	phospholipase activity	molecular_function	1	0	12		
GO:0004621	glycosylphosphatidylinositol phospholipase D activity	molecular_function	1	0	1		
GO:0004622	lysophospholipase activity	molecular_function	1	0	3		
GO:0004623	phospholipase A2 activity	molecular_function	1	0	18		
GO:0004629	phospholipase C activity	molecular_function	1	0	6		
GO:0004630	phospholipase D activity	molecular_function	1	0	2		
GO:0004631	phosphomevalonate kinase activity	molecular_function	1	0	1		
GO:0004634	phosphopyruvate hydratase activity	molecular_function	1	0	3		
GO:0004637	phosphoribosylamine-glycine ligase activity	molecular_function	1	0	2		
GO:0004639	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity	molecular_function	1	0	1		
GO:0004641	phosphoribosylformylglycinamidine cyclo-ligase activity	molecular_function	1	0	2		
GO:0004643	phosphoribosylaminoimidazolecarboxamide formyltransferase activity	molecular_function	1	0	1		
GO:0004644	phosphoribosylglycinamide formyltransferase activity	molecular_function	1	0	2		
GO:0004645	phosphorylase activity	molecular_function	1	0	3		
GO:0004647	phosphoserine phosphatase activity	molecular_function	1	0	2		
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	molecular_function	1	0	1		
GO:0004649	poly(ADP-ribose) glycohydrolase activity	molecular_function	1	0	2		
GO:0004651	polynucleotide 5-phosphatase activity	molecular_function	1	0	2		
GO:0004652	polynucleotide adenylyltransferase activity	molecular_function	1	0	4		
GO:0004653	polypeptide N-acetylgalactosaminyltransferase activity	molecular_function	1	0	9		
GO:0004654	polyribonucleotide nucleotidyltransferase activity	molecular_function	1	0	1		
GO:0004655	porphobilinogen synthase activity	molecular_function	1	0	1		
GO:0004656	procollagen-proline 4-dioxygenase activity	molecular_function	1	0	4		
GO:0004657	proline dehydrogenase activity	molecular_function	1	0	2		
GO:0004658	propionyl-CoA carboxylase activity	molecular_function	1	0	1		
GO:0004659	prenyltransferase activity	molecular_function	1	0	4		
GO:0004660	protein farnesyltransferase activity	molecular_function	1	0	1		
GO:0004661	protein geranylgeranyltransferase activity	molecular_function	1	0	2		
