ChrNo	Region_start	Region_end	NoofWin	Extram zvalue	MinNoSNP	MaxNoSNP	Transcipt	Overlap code	GeneID
KB743584.1	20000	80000	4	-1.784569004	132	172	"miR-430a_pma-miR-430a,miR-99*_oan-miR-99*,ENSAPLT00000007816"	"1,1,3"	"miRNA,miRNA,SLC1A3"
KB743584.1	90000	110000	1	-1.556588665	204	204	"ENSAPLT00000007816,ENSAPLT00000008435"	"7,8"	"<21141+SLC1A3,>114463+"
KB743584.1	140000	180000	3	-1.589647393	94	138	"miR-468-3p_mmu-miR-468-3p,miR-4064-5p_cin-miR-4064-5p,miR-2335_bta-miR-2335,miR-296-3p_mmu-miR-296-3p,ENSAPLT00000007816,ENSAPLT00000008435"	"1,1,1,1,7,8"	"miRNA,miRNA,miRNA,miRNA,<71141+SLC1A3,>44463+"
KB743584.1	200000	220000	1	-1.556096275	112	112	"ENSAPLT00000007816,ENSAPLT00000008435"	"7,8"	"<131141+SLC1A3,>4463+"
KB743584.1	230000	250000	1	-2.133820688	101	101	"miR-3486-5p_sja-miR-3486-5p,ENSAPLT00000008435"	"1,2"	miRNA
KB743584.1	290000	310000	1	-1.706263836	115	115	"ENSAPLT00000008791,ENSAPLT00000008794,novel_mir_657,miR-4940-5p_dme-miR-4940-5p,ENSAPLT00000008820"	"1,1,1,1,4"	"miRNA,miRNA"
KB743584.1	380000	420000	2	-1.506547465	132	214	"novel_mir_599,miR-92*_sme-miR-92*,miR-2072*_bfl-miR-2072*,ENSAPLT00000009175,ENSAPLT00000009327"	"1,1,1,3,4"	"miRNA,miRNA,miRNA,NUP155"
KB743584.1	690000	730000	3	-1.759089146	70	140	"novel_mir_294,miR-133_spu-miR-133,miR-133-3p_dme-miR-133-3p,miR-4070-5p_cin-miR-4070-5p,novel_mir_454,miR-3681-5p_hsa-miR-3681-5p,ENSAPLT00000010670,ENSAPLT00000010710"	"1,1,1,1,1,1,7,8"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,<97701-GDNF,>79762+EGFLAM"
KB743584.1	840000	880000	3	-2.090177564	90	120	"miR-499a-5p_hsa-miR-499a-5p,miR-4786-5p_hsa-miR-4786-5p,ENSAPLT00000010710,novel_mir_844"	"1,1,3,5"	"miRNA,miRNA,EGFLAM,miRNA"
KB743593.1	0	20000	1	-1.663123988	80	80	"novel_mir_529,miR-4107-5p_cin-miR-4107-5p"	"1,1"	"miRNA,miRNA"
KB743593.1	60000	80000	1	-2.665012271	18	18	"miR-1986_hru-miR-1986,novel_mir_379,novel_mir_56"	"1,1,1"	"miRNA,miRNA,miRNA"
KB743599.1	140000	160000	1	-2.023186471	295	295	"miR-1989_cte-miR-1989,miR-1612_gga-miR-1612,ENSAPLT00000004620,miR-1206_hsa-miR-1206"	"1,1,4,5"	"miRNA,miRNA,miRNA"
KB743599.1	210000	230000	1	-1.634901986	239	239	"miR-71-3p_tca-miR-71-3p,miR-14-5p_tca-miR-14-5p,miR-1347_oan-miR-1347,ENSAPLT00000004753"	"1,1,1,4"	"miRNA,miRNA,miRNA,AQP7"
KB743599.1	350000	380000	2	-1.55784866	122	137	"miR-4865_bfl-miR-4865,ENSAPLT00000005003"	"1,2"	"miRNA,KIAA1328"
KB743601.1	20000	40000	1	-1.532999172	90	90	"novel_mir_495,ENSAPLT00000014280"	"1,4"	"miRNA,MCC"
KB743601.1	50000	80000	2	-1.633357791	55	60	"miR-1241_mml-miR-1241,ENSAPLT00000014280"	"1,2"	"miRNA,MCC"
KB743601.1	110000	130000	1	-1.989350187	87	87	"ENSAPLT00000014280,ENSAPLT00000014411"	"7,8"	"<18681-MCC,>119628+YTHDC2"
KB743601.1	180000	200000	1	-1.704813868	108	108	"miR-3956-5p_oar-miR-3956-5p,ENSAPLT00000014280,ENSAPLT00000014411"	"1,7,8"	"miRNA,<88681-MCC,>49628+YTHDC2"
KB743601.1	230000	250000	1	-1.511688665	95	95	"miR-187_ola-miR-187,miR-187*_aca-miR-187*,miR-2567a_dps-miR-2567a,miR-3156-5p_hsa-miR-3156-5p,ENSAPLT00000014411"	"1,1,1,1,4"	"miRNA,miRNA,miRNA,miRNA,YTHDC2"
KB743601.1	360000	380000	1	-1.586154178	102	102	"miR-146_xtr-miR-146,ENSAPLT00000014411,ENSAPLT00000014474"	"1,7,8"	"miRNA,<98942+YTHDC2,>174486+KCNN2"
KB743601.1	440000	470000	2	-2.588634934	104	115	"miR-17-2-3p_rno-miR-17-2-3p,miR-305*_bmo-miR-305*,ENSAPLT00000014411,ENSAPLT00000014474"	"1,6,7,8"	"miRNA,miRNA,<178942+YTHDC2,>84486+KCNN2"
KB743601.1	560000	580000	1	-1.568331724	70	70	"miR-2480_bta-miR-2480,ENSAPLT00000014474"	"1,2"	"miRNA,KCNN2"
KB743601.1	670000	720000	3	-1.647951232	81	104	"miR-2473_bta-miR-2473,miR-23a-5p_hsa-miR-23a-5p,ENSAPLT00000014474"	"1,1,7"	"miRNA,miRNA,<61999+KCNN2"
KB743627.1	0	20000	1	-6.035632715	121	121	"ENSAPLT00000005917,miR-4740-5p_hsa-miR-4740-5p,miR-2786_bmo-miR-2786"	"1,1,1"	"AP1B1,miRNA,miRNA"
KB743632.1	80000	100000	1	-4.257001699	96	96	"miR-4658_hsa-miR-4658,ENSAPLT00000008600,ENSAPLT00000008601"	"1,7,8"	"miRNA,<14252-,>11220-"
KB743658.1	30000	50000	1	-2.397908691	56	56	"miR-2172-3p_sme-miR-2172-3p,novel_mir_761,ENSAPLT00000007593"	"1,1,3"	"miRNA,miRNA,TBCA"
KB743670.1	1720000	1740000	1	-4.232002321	101	101	"novel_mir_152,ENSAPLT00000010685"	"1,7"	"miRNA,<132324-PACRG"
KB743670.1	1820000	1850000	2	-4.358491299	30	51	ENSAPLT00000010772	8	>90723+SMOC2
KB743687.1	120000	150000	2	-4.079255033	88	113	"miR-107-5p_mmu-miR-107-5p,novel_mir_1090,miR-4498_hsa-miR-4498,miR-3867-5p_tca-miR-3867-5p"	"1,1,1,6"	"miRNA,miRNA,miRNA,miRNA"
KB743717.1	10000	30000	1	-4.33984808	96	96	miR-4034-5p_cin-miR-4034-5p	1	miRNA
KB743754.1	0	20000	1	-4.383145236	24	24	"miR-5350d_asu-miR-5350d,miR-877-5p_mmu-miR-877-5p,miR-466e-5p_mmu-miR-466e-5p,miR-1943-5p_mmu-miR-1943-5p,ENSAPLT00000013568,ENSAPLT00000013572"	"1,1,1,1,4,4"	"miRNA,miRNA,miRNA,miRNA,GARNL3,GARNL3"
KB743763.1	100000	130000	2	-1.625958293	71	104	"miR-3774_ame-miR-3774,miR-767-5p_hsa-miR-767-5p"	"1,1"	"miRNA,miRNA"
KB743763.1	140000	170000	2	-2.333543404	91	92			
KB743769.1	60000	80000	1	-2.563002004	61	61	"miR-4270_hsa-miR-4270,miR-1998_cte-miR-1998"	"1,5"	"miRNA,miRNA"
KB743774.1	10000	40000	2	-5.36906051	54	66	"ENSAPLT00000016076,miR-548j_ptr-miR-548j,miR-3210_bmo-miR-3210,novel_mir_392,novel_mir_65"	"1,1,1,1,1"	"miRNA,miRNA,miRNA,miRNA"
KB743778.1	60000	90000	2	-1.64669226	85	104	"miR-1010*_dps-miR-1010*,miR-4782-5p_hsa-miR-4782-5p,miR-301a_dre-miR-301a,miR-301a-3p_mmu-miR-301a-3p,miR-301b-3p_gga-miR-301b-3p,miR-301c_dre-miR-301c,ENSAPLT00000004950"	"1,1,1,1,1,1,4"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA"
KB743778.1	140000	170000	2	-1.518142641	81	102	"miR-2363_bta-miR-2363,ENSAPLT00000004950,ENSAPLT00000005018"	"1,7,8"	"miRNA,<35234+,>43239-SNX18"
KB743778.1	240000	270000	2	-2.289156056	44	105	"miR-4001b-5p_cin-miR-4001b-5p,ENSAPLT00000001594,ENSAPLT00000005092"	"1,7,8"	"miRNA,<10819-HSPB3,>62098+ARL15"
KB743778.1	290000	310000	1	-1.827974296	42	42	"ENSAPLT00000001594,ENSAPLT00000005092"	"7,8"	"<60819-HSPB3,>22098+ARL15"
KB743851.1	0	20000	1	-2.361592788	50	50			
KB743863.1	0	20000	1	-2.456080776	51	51	miR-1950_mmu-miR-1950	1	miRNA
KB743863.1	80000	110000	2	-1.914731906	59	82	miR-421_rno-miR-421	1	miRNA
KB743867.1	0	30000	2	-4.091620452	46	54	"novel_mir_1083,novel_mir_1083,novel_mir_1083,novel_mir_1083,novel_mir_1083,novel_mir_1083"	"1,1,1,1,1,1"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA"
KB743868.1	80000	100000	1	-7.115380784	14	14	ENSAPLT00000009597	8	>159383-DTWD2
KB743873.1	40000	60000	1	-2.450234516	35	35	"miR-4607_pma-miR-4607,miR-106_gga-miR-106,miR-106*_oan-miR-106*,miR-106a_ssc-miR-106a,miR-106a-5p_hsa-miR-106a-5p,miR-4484_hsa-miR-4484,ENSAPLT00000013725"	"1,1,1,1,1,1,7"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,<14949+ISL1"
KB743891.1	570000	670000	9	-1.682860718	63	153	"ENSAPLT00000000236,ENSAPLT00000000423,ENSAPLT00000013251,ENSAPLT00000013286,ENSAPLT00000013537,miR-1396_oan-miR-1396,miR-2208a-3p_cel-miR-2208a-3p,novel_mir_870,miR-881_rno-miR-881,miR-2218a-5p_cel-miR-2218a-5p"	"1,1,1,1,1,1,1,1,1,1"	"SNORD72,TTC33,PRKAA1,miRNA,miRNA,miRNA,miRNA,miRNA"
KB743913.1	160000	180000	1	-4.508379907	96	96	"novel_mir_410,miR-1701_gga-miR-1701,miR-34_ame-miR-34,miR-456_dre-miR-456,ENSAPLT00000013797,miR-4030-5p_cin-miR-4030-5p"	"1,1,1,1,3,5"	"miRNA,miRNA,miRNA,miRNA,MARCH6,miRNA"
KB743955.1	10000	30000	1	-1.646409988	78	78	"miR-1483-5p_odi-miR-1483-5p,ENSAPLT00000002939"	"1,8"	"miRNA,>54865+"
KB743956.1	100000	120000	1	-4.670641325	29	29	"miR-3782_ame-miR-3782,miR-2565_dps-miR-2565,miR-643_hsa-miR-643"	"1,1,1"	"miRNA,miRNA,miRNA"
KB743958.1	290000	360000	6	-1.937235455	48	228	"ENSAPLT00000002649,ENSAPLT00000002669,novel_mir_851,miR-4029-5p_cin-miR-4029-5p,miR-54a_cbr-miR-54a,miR-1404_oan-miR-1404,miR-505-5p_hsa-miR-505-5p,ENSAPLT00000001777"	"1,1,1,1,1,1,1,3"	"REEP5,miRNA,miRNA,miRNA,miRNA,miRNA,APC"
KB743961.1	0	30000	2	-5.410165123	44	58	"miR-96_mml-miR-96,miR-96-5p_hsa-miR-96-5p,miR-1306-5p_hsa-miR-1306-5p"	"1,1,1"	"miRNA,miRNA,miRNA"
KB743964.1	140000	160000	1	-1.801688737	115	115	"miR-1306-5p_hsa-miR-1306-5p,miR-4008c-3p_cin-miR-4008c-3p,novel_mir_681,miR-2538_dps-miR-2538,ENSAPLT00000016668,ENSAPLT00000016720"	"1,1,1,6,7,8"	"miRNA,miRNA,miRNA,miRNA,<82173+,>160488-NPR3"
KB743964.1	280000	300000	1	-2.20662578	68	68	ENSAPLT00000016720	8	>20488-NPR3
KB743964.1	380000	410000	2	-1.969970747	123	167	"ENSAPLT00000016816,miR-2163-5p_sme-miR-2163-5p,miR-1829b_cel-miR-1829b,miR-3368_bmo-miR-3368,miR-101a_dre-miR-101a"	"1,1,1,1,1"	"TARS,miRNA,miRNA,miRNA,miRNA"
KB743964.1	430000	530000	8	-1.545769678	112	174	"ENSAPLT00000002064,miR-5445_aca-miR-5445,miR-4042-5p_cin-miR-4042-5p,miR-4499_hsa-miR-4499,miR-4808-3p_cel-miR-4808-3p,miR-1679_gga-miR-1679,miR-3398_bmo-miR-3398,ENSAPLT00000002531"	"1,1,1,1,1,1,1,3"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,ADAMTS12"
KB743964.1	570000	600000	2	-2.15418647	102	104	"ENSAPLT00000003400,miR-191*_aca-miR-191*,miR-191-3p_mmu-miR-191-3p,miR-5125_mmu-miR-5125"	"1,1,1,1"	"RXFP3,miRNA,miRNA,miRNA"
KB744001.1	0	30000	2	-1.552681846	146	185	"novel_mir_942,miR-4547_pma-miR-4547,ENSAPLT00000002679,novel_mir_374"	"1,1,4,6"	"miRNA,miRNA,miRNA"
KB744011.1	10000	30000	1	-2.052514473	202	202	novel_mir_1146	1	miRNA
KB744020.1	260000	280000	1	-4.324734099	83	83	ENSAPLT00000014060	1	
KB744024.1	70000	100000	2	-2.241711853	46	101	"miR-4139-5p_cin-miR-4139-5p,miR-335_rno-miR-335,miR-998-5p_dme-miR-998-5p,miR-302b_cfa-miR-302b"	"1,1,5,5"	"miRNA,miRNA,miRNA,miRNA"
KB744056.1	40000	60000	1	-5.686856426	17	17	"miR-1224-3p_hsa-miR-1224-3p,miR-3925-5p_hsa-miR-3925-5p"	"1,1"	"miRNA,miRNA"
KB744058.1	60000	80000	1	-5.44062235	46	46	ENSAPLT00000002481	1	ILVBL
KB744065.1	30000	50000	1	-2.091516014	53	53			
KB744065.1	180000	200000	1	-1.790033075	24	24			
KB744065.1	230000	260000	2	-1.802985435	53	53	miR-301c_dre-miR-301c	1	miRNA
KB744087.1	40000	60000	1	-2.020112122	76	76	ENSAPLT00000000985	3	HMGCS1
KB744087.1	120000	160000	3	-2.006169941	72	95	"miR-87-3p_dme-miR-87-3p,miR-1555_gga-miR-1555,ENSAPLT00000001986,ENSAPLT00000002474"	"1,1,3,4"	"miRNA,miRNA,PAIP1,NNT"
KB744087.1	170000	200000	2	-1.673508552	74	100	"miR-3892-5p_tca-miR-3892-5p,miR-5135_mmu-miR-5135,miR-3680-5p_hsa-miR-3680-5p,novel_mir_448,ENSAPLT00000002474,ENSAPLT00000003284"	"1,1,1,1,7,8"	"miRNA,miRNA,miRNA,miRNA,<2442+NNT,>142109-FGF10"
KB744096.1	10000	30000	1	-1.910227903	66	66	"novel_mir_573,novel_mir_514,ENSAPLT00000001256,ENSAPLT00000007009"	"1,1,7,8"	"miRNA,miRNA,<8576+SMAD7,>1568-"
KB744100.1	10000	30000	1	-4.221473393	181	181	"ENSAPLT00000014066,ENSAPLT00000014083,ENSAPLT00000014094,miR-4456_hsa-miR-4456,miR-2277-5p_hsa-miR-2277-5p,miR-1767_gga-miR-1767,miR-1935_mmu-miR-1935,miR-513a-5p_hsa-miR-513a-5p"	"1,1,1,1,1,1,1,1"	"RNF26,miRNA,miRNA,miRNA,miRNA,miRNA"
KB744112.1	90000	110000	1	-4.151857045	78	78	"miR-4433-3p_hsa-miR-4433-3p,ENSAPLT00000011974"	"1,8"	"miRNA,>178860+CDH20"
KB744115.1	10000	30000	1	-4.806121684	48	48	"miR-3738_ame-miR-3738,miR-548f_hsa-miR-548f"	"1,1"	"miRNA,miRNA"
KB744115.1	80000	120000	3	-4.362027175	38	64	"novel_mir_889,novel_mir_889,novel_mir_889,novel_mir_889,novel_mir_889"	"1,1,1,1,1"	"miRNA,miRNA,miRNA,miRNA,miRNA"
KB744115.1	540000	560000	1	-4.811438898	52	52			
KB744125.1	120000	150000	2	-4.174019151	68	81	"ENSAPLT00000008483,miR-1333_oan-miR-1333,miR-4729_hsa-miR-4729,miR-137_dre-miR-137,miR-137-3p_mmu-miR-137-3p"	"1,1,1,1,1"	"GLDN,miRNA,miRNA,miRNA,miRNA"
KB744127.1	380000	400000	1	-10.52071079	14	14	"miR-4035-3p_cin-miR-4035-3p,miR-4035-3p_cin-miR-4035-3p"	"1,1"	"miRNA,miRNA"
KB744151.1	10000	50000	2	-1.657986134	25	39			
KB744154.1	500000	520000	1	-13.95813324	20	20	ENSAPLT00000010273	7	<89905-CTDSPL
KB744159.1	90000	110000	1	-1.523325991	40	40	"miR-3942-3p_hsa-miR-3942-3p,novel_mir_1145,novel_mir_1134,miR-30c_gga-miR-30c,miR-30c-5p_hsa-miR-30c-5p,novel_mir_950,ENSAPLT00000013907"	"1,1,1,1,1,1,3"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,ITGA1"
KB744159.1	130000	150000	1	-1.689437724	67	67	"ENSAPLT00000013907,ENSAPLT00000014539"	"7,8"	"<36677+ITGA1,>4646+"
KB744159.1	180000	200000	1	-3.045339233	48	48	"ENSAPLT00000014571,miR-2543b*_dps-miR-2543b*"	"1,1"	"MOCS2,miRNA"
KB744166.1	30000	50000	1	-1.64946412	95	95	miR-1339*_oan-miR-1339*	1	miRNA
KB744166.1	290000	310000	1	-1.841021718	43	43	"miR-350_cfa-miR-350,miR-1626*_gga-miR-1626*"	"1,1"	"miRNA,miRNA"
KB744198.1	860000	890000	2	-4.583712928	57	94	"miR-103-1*_rno-miR-103-1*,miR-103-1-5p_mmu-miR-103-1-5p,ENSAPLT00000004160"	"1,1,7"	"miRNA,miRNA,<19111+GRIN2A"
KB744198.1	980000	1010000	2	-7.927479725	45	64	"miR-3131_hsa-miR-3131,miR-2454*_bta-miR-2454*,ENSAPLT00000004160"	"1,1,7"	"miRNA,miRNA,<139111+GRIN2A"
KB744239.1	0	20000	1	-4.588038625	222	222	"miR-2951_cqu-miR-2951,miR-313-5p_dme-miR-313-5p,miR-423*_rno-miR-423*,ENSAPLT00000014080"	"1,1,1,8"	"miRNA,miRNA,miRNA,>8076+TNFAIP8L1"
KB744240.1	120000	140000	1	-1.755203915	174	174	"miR-24c_ola-miR-24c,ENSAPLT00000005345"	"5,8"	"miRNA,>38864+"
KB744246.1	10000	30000	1	-4.13032106	76	76	"ENSAPLT00000000997,miR-1562_gga-miR-1562,novel_mir_302,miR-412-5p_oar-miR-412-5p,miR-2458_bta-miR-2458"	"1,1,1,1,1"	"miRNA,miRNA,miRNA,miRNA"
KB744246.1	40000	60000	1	-6.300824043	43	43	"novel_mir_1200,miR-1562_gga-miR-1562,ENSAPLT00000001016"	"1,1,7"	"miRNA,miRNA,<2116-"
KB744255.1	80000	100000	1	-7.325378873	107	107	"miR-4052-5p_cin-miR-4052-5p,novel_mir_1146,ENSAPLT00000006484"	"1,1,2"	"miRNA,miRNA,TMEM135"
KB744269.1	150000	170000	1	-2.461938763	19	19			
KB744291.1	20000	40000	1	-5.496157396	79	79			
KB744291.1	80000	110000	2	-4.700764075	49	53	ENSAPLT00000008336	8	>120589-TBC1D16
KB744319.1	30000	50000	1	-4.116864779	64	64			
KB744345.1	30000	50000	1	-4.429908401	17	17	"miR-1422k-5p_oan-miR-1422k-5p,ENSAPLT00000016824"	"1,2"	"miRNA,MAN1C1"
KB744447.1	40000	90000	3	-1.633356979	121	130	"miR-509a_age-miR-509a,miR-4039-5p_cin-miR-4039-5p,miR-33b-3p_hsa-miR-33b-3p,miR-4315_hsa-miR-4315"	"1,1,1,1"	"miRNA,miRNA,miRNA,miRNA"
KB744484.1	30000	50000	1	-8.029293148	34	34	"miR-296_bta-miR-296,miR-4920_cel-miR-4920"	"1,1"	"miRNA,miRNA"
KB744498.1	60000	80000	1	-8.668520601	22	22	ENSAPLT00000014323	3	ZC3H7A
KB744498.1	290000	310000	1	-4.198307066	18	18	"miR-18a-5p_hsa-miR-18a-5p,ENSAPLT00000014702"	"1,4"	"miRNA,MKL2"
KB744524.1	90000	120000	2	-1.531040368	47	75	miR-4005c-5p_cin-miR-4005c-5p	1	miRNA
KB744577.1	40000	60000	1	-1.67997687	50	50	miR-2310_bta-miR-2310	1	miRNA
KB744577.1	80000	100000	1	-1.52363648	75	75	miR-101b-3p_ola-miR-101b-3p	1	miRNA
KB744603.1	20000	40000	1	-4.435283727	249	249	"ENSAPLT00000005446,ENSAPLT00000006693,ENSAPLT00000006697,miR-3055_api-miR-3055"	"1,1,1,1"	"CAPN1,POLA2,miRNA"
KB744638.1	90000	140000	4	-4.417337333	35	65	"miR-3148_hsa-miR-3148,miR-5450_aca-miR-5450,miR-2276_hsa-miR-2276,miR-3823-3p_tca-miR-3823-3p,ENSAPLT00000008438"	"1,1,1,1,2"	"miRNA,miRNA,miRNA,miRNA,C1orf21"
KB744638.1	250000	270000	1	-7.613222856	43	43	"ENSAPLT00000008449,miR-1352_oan-miR-1352"	"1,1"	"TSEN15,miRNA"
KB744639.1	0	40000	3	-2.133734229	60	76	"miR-5439_aca-miR-5439,miR-1190_mmu-miR-1190,miR-1417_oan-miR-1417,ENSAPLT00000007678"	"1,1,1,4"	"miRNA,miRNA,miRNA,PDE8B"
KB744639.1	60000	90000	2	-1.80199702	47	49	"miR-181c_dre-miR-181c,ENSAPLT00000007678,ENSAPLT00000007962"	"1,3,4"	"miRNA,PDE8B,WDR41"
KB744639.1	100000	130000	2	-1.531232754	142	148	"miR-1306_gga-miR-1306,miR-1306-3p_mmu-miR-1306-3p,novel_mir_1139,miR-30b*_oan-miR-30b*,ENSAPLT00000007962"	"1,1,1,1,7"	"miRNA,miRNA,miRNA,miRNA,<1664-WDR41"
KB744645.1	40000	60000	1	-1.523346255	18	18	"miR-5586-3p_hsa-miR-5586-3p,miR-124d_sme-miR-124d,ENSAPLT00000006486"	"1,1,8"	"miRNA,miRNA,>11111+EFNA5"
KB744645.1	110000	130000	1	-1.818152018	31	31	"miR-984-5p_dme-miR-984-5p,ENSAPLT00000006486"	"1,7"	"miRNA,<4118+EFNA5"
KB744663.1	140000	160000	1	-4.120156111	27	27	"miR-1399_oan-miR-1399,bantam-3p_dme-bantam-3p,miR-1337_oan-miR-1337,ENSAPLT00000013172,ENSAPLT00000013371"	"1,1,1,3,4"	"miRNA,miRNA,miRNA,PRG4,TPR"
KB744673.1	30000	50000	1	-6.017793138	12	12	"ENSAPLT00000013812,ENSAPLT00000013906"	"7,8"	"<10197-,>40636-PRR5"
KB744673.1	170000	190000	1	-5.027822058	23	23	"miR-1415_oan-miR-1415,miR-337-3p_hsa-miR-337-3p,ENSAPLT00000013906"	"1,1,7"	"miRNA,miRNA,<13360-PRR5"
KB744673.1	340000	360000	1	-4.726727249	23	23	miR-736_dre-miR-736	5	miRNA
KB744673.1	470000	510000	3	-4.621523753	31	41	miR-1467*_gga-miR-1467*	1	miRNA
KB744699.1	0	20000	1	-4.793689355	67	67	"ENSAPLT00000001209,ENSAPLT00000001221,ENSAPLT00000001403,miR-1591_gga-miR-1591,miR-1968-5p_mmu-miR-1968-5p"	"1,1,1,1,1"	"MUC16,MUC16,ACTL9,miRNA,miRNA"
KB744699.1	80000	100000	1	-4.480581862	32	32	"miR-4988_egr-miR-4988,ENSAPLT00000002477,ENSAPLT00000002772"	"1,7,8"	"miRNA,<1275-ZAP70,>20406+ADAMTS10"
KB744704.1	190000	210000	1	-4.023804836	86	86	ENSAPLT00000012699	1	
KB744722.1	50000	70000	1	-4.10345262	25	25	"miR-52-5p_cel-miR-52-5p,ENSAPLT00000015191"	"1,4"	miRNA
KB744722.1	250000	270000	1	-4.232801159	39	39	ENSAPLT00000015323	4	LMO4
KB744722.1	350000	380000	2	-4.356739369	34	39	"novel_mir_1184,ENSAPLT00000015323"	"1,7"	"miRNA,<73785+LMO4"
KB744722.1	770000	790000	1	-4.145763974	39	39	"miR-4000g-3p_cin-miR-4000g-3p,ENSAPLT00000015410"	"1,8"	"miRNA,>19415+PKN2"
KB744722.1	880000	900000	1	-6.045286676	17	17	"miR-1591_gga-miR-1591,ENSAPLT00000016017"	"1,3"	"miRNA,CCBL2"
KB744722.1	990000	1010000	1	-6.013620544	18	18	"ENSAPLT00000016292,ENSAPLT00000001169"	"7,8"	"<32777+LRRC8C,>22616+LRRC8D"
KB744724.1	10000	30000	1	-1.672502275	109	109			
KB744788.1	60000	80000	1	-1.670170133	144	144	"miR-1003*_dsi-miR-1003*,ENSAPLT00000012646"	"1,7"	"miRNA,<9725-"
KB744900.1	30000	50000	1	-5.124776251	44	44	"miR-306-3p_dme-miR-306-3p,ENSAPLT00000013665"	"1,8"	"miRNA,>59569-MPPED1"
KB744900.1	100000	120000	1	-6.810105996	27	27	ENSAPLT00000013665	4	MPPED1
KB744900.1	350000	370000	1	-5.474494565	41	41	ENSAPLT00000013895	2	SCUBE1
KB744943.1	80000	100000	1	-5.293376452	65	65	ENSAPLT00000012605	1	LRRC4
KB744961.1	450000	470000	1	-4.756370056	160	160	ENSAPLT00000000050	7	<151367-U1
KB744974.1	210000	230000	1	-6.425440901	84	84	"miR-1419a*_oan-miR-1419a*,ENSAPLT00000011401"	"1,3"	"miRNA,CRLF1"
KB745003.1	180000	200000	1	-5.000404669	25	25	ENSAPLT00000001201	1	EIF1B
KB745030.1	100000	140000	3	-5.307475125	36	46	"miR-184b_api-miR-184b,miR-33_gga-miR-33,miR-33-5p_tca-miR-33-5p,miR-33a_mml-miR-33a,miR-33a-5p_hsa-miR-33a-5p,miR-2973_tgu-miR-2973,miR-578_hsa-miR-578"	"1,1,1,1,1,1,1"	"miRNA,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA"
KB745034.1	50000	70000	1	-4.305126312	22	22	"miR-4073-5p_cin-miR-4073-5p,miR-2451_bta-miR-2451,ENSAPLT00000016357"	"1,1,7"	"miRNA,miRNA,<13235-"
KB745104.1	60000	120000	5	-4.458153184	31	74	"miR-2027_nve-miR-2027,miR-466d_rno-miR-466d,miR-3153_hsa-miR-3153,ENSAPLT00000003604,ENSAPLT00000003605,ENSAPLT00000003606"	"1,1,1,2,2,2"	"miRNA,miRNA,miRNA"
KB745111.1	100000	120000	1	-5.233237905	102	102	ENSAPLT00000008721	3	
KB745229.1	30000	50000	1	-1.56260636	32	32	novel_mir_567	1	miRNA
KB745229.1	130000	150000	1	-2.040317168	64	64			
KB745238.1	230000	250000	1	-4.312485227	12	12	"miR-1475_odi-miR-1475,miR-1504_odi-miR-1504,miR-4675_hsa-miR-4675,ENSAPLT00000003489,ENSAPLT00000003494"	"1,1,1,3,3"	"miRNA,miRNA,miRNA,PARVG,PARVG"
KB745238.1	280000	300000	1	-5.585727756	26	26	ENSAPLT00000003494	7	<45114+PARVG
KB745249.1	0	20000	1	-2.821738033	53	53			
KB745249.1	30000	50000	1	-3.821684205	37	37	miR-2816_bmo-miR-2816	1	miRNA
KB745249.1	90000	120000	2	-2.084362842	39	50			
KB745308.1	60000	80000	1	-4.237159705	117	117	"ENSAPLT00000006058,ENSAPLT00000006060,ENSAPLT00000006062,ENSAPLT00000006064,ENSAPLT00000006067,miR-1906_mmu-miR-1906,miR-1906_mmu-miR-1906,miR-1906_mmu-miR-1906,miR-1906_mmu-miR-1906,novel_mir_1006,novel_mir_1006"	"1,1,1,1,1,1,1,1,1,1,1"	"ARRB1,ARRB1,ARRB1,ARRB1,ARRB1,miRNA,miRNA,miRNA,miRNA,miRNA,miRNA"
KB745353.1	20000	40000	1	-14.09074657	11	11	"miR-181b-1-3p_mmu-miR-181b-1-3p,miR-181b-3p_hsa-miR-181b-3p"	"1,1"	"miRNA,miRNA"
KB745404.1	550000	570000	1	-4.152207504	122	122			
KB745484.1	40000	60000	1	-4.097168666	23	23	"miR-5310_isc-miR-5310,ENSAPLT00000016889"	"1,7"	"miRNA,<13336+KIAA1644"
KB745829.1	10000	40000	2	-1.913725046	40	60	"miR-1421p*_oan-miR-1421p*,miR-574-3p_hsa-miR-574-3p,miR-574-3p_hsa-miR-574-3p"	"1,1,6"	"miRNA,miRNA,miRNA"
KB745880.1	180000	200000	1	-4.752890946	176	176	"miR-148b-3p_rno-miR-148b-3p,miR-152_ola-miR-152,miR-152-3p_mmu-miR-152-3p,novel_mir_1207,ENSAPLT00000013513"	"1,1,1,1,7"	"miRNA,miRNA,miRNA,miRNA,<4238+MAP3K2"
KB745949.1	200000	220000	1	-4.790911265	63	63	"miR-2163-5p_sme-miR-2163-5p,novel_mir_1003"	"1,1"	"miRNA,miRNA"
